project_type	mfg	pn	desc	rev	status	releaseticket	library_repo	library_subpath	datestarted	datemodified	datereleased	git_hash_of_harnice_src	drawnby	checkedby	revisionupdates	affectedinstances
device	Shure	sm58	MICROPHONE, HANDHELD	1			https://github.com/harnice/harnice-av-library	pro_audio/shure/	4/11/26	4/19/26		fec51e99ee55dd4d891764284869bdf9f3312a11	K SHUTT		INITIAL RELEASE	
