project_type	mfg	pn	desc	rev	status	releaseticket	library_repo	library_subpath	source_part_number	source_revision	source_lib_repo	source_subpath	source_refdes	datestarted	datemodified	datereleased	git_hash_of_harnice_src	drawnby	checkedby	revisionupdates	affectedinstances
device		none	DSUB DISCONNECT, BALANCED AUDIO	1										9/25/25	9/10/26		90dd61a4cad881c83ce0ec1a8d7184121b08254d	K SHUTT		INITIAL RELEASE	
