project_type	mfg	pn	desc	rev	status	releaseticket	library_repo	library_subpath	datestarted	datemodified	datereleased	git_hash_of_harnice_src	drawnby	checkedby	revisionupdates	affectedinstances
part	Neutrik	NC6MXX	NEUTRIK XLR CABLE CONNECTOR, 6 POLE, MALE, NICKEL	1			https://github.com/harnice/harnice-av-library	neutrik	8/18/26	8/23/26		16b50a857700741e1ad559af003ea9db6d36a4d6	K SHUTT			
