project_type	mfg	pn	desc	rev	status	releaseticket	library_repo	library_subpath	source_part_number	source_revision	source_lib_repo	source_subpath	source_refdes	datestarted	datemodified	datereleased	git_hash_of_harnice_src	drawnby	checkedby	revisionupdates	affectedinstances
device	APPLIED RESEARCH AND TECHNOLOGY	726787	PREAMP, 2CH	1										4/19/26	9/10/26		35e4fd0889eb8a2fca9ef6905697defd267cd76b	K SHUTT		ADDED BLOCK DIAGRAM SYMBOL	
